emotion,clean_text
sadness,i get soooo nervous when an actually attractive guy tries to talk to me in person like  i turn him down just from habit 
anger,cheap pout my brodcast
sadness,i cant pull myself out of depression
joy,nfall sounds great ndream blues rock by  the top album  one love  by hero  d
anger, i believe thats what you call the fury of the righteous
anger,donking lion of black community speaks truth to power of  insult black vote is given away cavalierlyplaying by 
anger, watching on  i would have been straight out of there with the guy who was getting irate extremeworld
joy,first day of fall quarter tomorrow   nervous excited anxious blargh
anger,  annoyed by the good loving fans of onision including myself is really annoyed at how people just are too cheerful
sadness, they never posted stuff like thisni mean i was able to scroll over it so it wasnt a big deal but it was
anger,i wanna kill you and destroy you i want you died and i want her back emo scene anger fuck die hatered
anger,fucking hell rush for the damn train also no use fucking min wait still sweating rage smrtruinslives
optimism,the cure for anxiety is an intimate relationship with christ   john 
joy,one of my favorite classic cars is the plymouth fiery
joy,will whu be old bill free by the time the game with chelsea comes around   nthat will be lively to say the leastnafc
anger,  its not fox news its fox propaganda network theyre so lost in their lies that they cant tell the truth if it hit them in face
joy,my roommate its okay that we cant spell because we have autocorrect  firstworldprobs
anger, dilemma blaiming everything on the bushes but acting gleeful over their endorsement election trump
sadness,when you lose somebody close to your heart you lose yourself as well 
optimism,my blood is so bitter for satan to test becouse cleanse by the blood of jesus christamen
anger, horrible things
optimism,the most important characteristic of leadership is the lack of  activism equity revolution
joy,benefit out exhilaration called online backing off jkuvmvqxy
sadness,fewer and fewer good horror offerings from hollywood every year or have i just gotten too old for this shit
anger, why does the ticket website never work trying to buy palace tickets and its impossible and says theres an error
sadness,we in our own country are so divided in our approach so how could we fight terrorism and pakistani terrorism martyrsnotbeggars
anger,     using fear to state his views not getting the facts before making a serious statement
joy,whenever i pout i just want adrian to appear and tell me to stop pouting or else
anger, awful service at your camden store yesterday assistants thought it more important to put clothes on hangers than serve
anger,  shut up hashtags are cool offended
optimism,the pessimist complains about the wind the optimist expects it to change the realist adjusts the sails  william arthur wardnignite
anger,  haha actually after the doggies im barracking for anyone but gws bitter
joy,    ngo jags i think we have a good shot of beating deep run tomorrow
joy,  on php  and though the kardashian stuff goes over my head youre both hilarious like gleeful little boys 
anger,   horrible experience with a company like this goldmedal horrible sales person wrong commitmentswrongproduct
anger,  thats what some rioters are doing
sadness,  ni like your thinkingbut sadly no  thats the shed 
anger,stop tracking back you fucking potato faced cunt errrr infuriating   rooney mufc
optimism,any entrenepuers start ups smes out there looking for proactive accountancy tax and business advice we can help get in touch
joy,  only if you will pay for them and you will be responsible for them and their doings sober real blind
anger,for the last  years the us has been averaging about  terrorist attacks a month good debate topic trump hillary terror
joy,fun pizza night last night with the  crew what a gorgeous bunch of newbies  lively exciting 
anger,i cant imagine keeping malice with my brothers i shudder when i see siblings estranged and all
anger,  my guess is hes just a convenient target for misplaced anger  what theyre really mad at is how they played
anger,will give sleepnumber another chance for customer service todays growl is  minutes on hold overall bed  service  very unimpressive
sadness,even if it looks like we are okay  the reality of that is were actually very worn out and forlorn
anger, no wonder usa is going to shit with such outrage over a simple analogy
